,State,Year,Quater,Transaction_area,Registered_Users
3974,lakshadweep,2024,3,lakshadweep,11395
3975,lakshadweep,2024,4,lakshadweep,11769
3976,madhya-pradesh,2018,1,indore,366977
3977,madhya-pradesh,2018,1,bhopal,307312
3978,madhya-pradesh,2018,1,gwalior,142453
3979,madhya-pradesh,2018,1,jabalpur,115953
3980,madhya-pradesh,2018,1,ujjain,84441
3981,madhya-pradesh,2018,1,rewa,73336
3982,madhya-pradesh,2018,1,sagar,72857
3983,madhya-pradesh,2018,1,chhindwara,65005
3984,madhya-pradesh,2018,1,dhar,63440
3985,madhya-pradesh,2018,1,dewas,62902
3986,madhya-pradesh,2018,2,indore,479904
3987,madhya-pradesh,2018,2,bhopal,398498
3988,madhya-pradesh,2018,2,gwalior,193605
3989,madhya-pradesh,2018,2,jabalpur,155624
3990,madhya-pradesh,2018,2,ujjain,113216
3991,madhya-pradesh,2018,2,rewa,100661
3992,madhya-pradesh,2018,2,sagar,100623
3993,madhya-pradesh,2018,2,chhindwara,87704
3994,madhya-pradesh,2018,2,dhar,86280
3995,madhya-pradesh,2018,2,dewas,84342
3996,madhya-pradesh,2018,3,indore,585621
3997,madhya-pradesh,2018,3,bhopal,474192
3998,madhya-pradesh,2018,3,gwalior,236305
3999,madhya-pradesh,2018,3,jabalpur,193535
4000,madhya-pradesh,2018,3,ujjain,143770
4001,madhya-pradesh,2018,3,sagar,128283
4002,madhya-pradesh,2018,3,rewa,125803
4003,madhya-pradesh,2018,3,dhar,110726
4004,madhya-pradesh,2018,3,chhindwara,109266
4005,madhya-pradesh,2018,3,dewas,105774
4006,madhya-pradesh,2018,4,indore,712479
4007,madhya-pradesh,2018,4,bhopal,571518
4008,madhya-pradesh,2018,4,gwalior,284894
4009,madhya-pradesh,2018,4,jabalpur,248495
4010,madhya-pradesh,2018,4,ujjain,177894
4011,madhya-pradesh,2018,4,sagar,162788
4012,madhya-pradesh,2018,4,rewa,160024
4013,madhya-pradesh,2018,4,chhindwara,139301
4014,madhya-pradesh,2018,4,dhar,137501
4015,madhya-pradesh,2018,4,satna,133865
4016,madhya-pradesh,2019,1,indore,844465
4017,madhya-pradesh,2019,1,bhopal,670417
4018,madhya-pradesh,2019,1,gwalior,331504
4019,madhya-pradesh,2019,1,jabalpur,295042
4020,madhya-pradesh,2019,1,ujjain,214818
4021,madhya-pradesh,2019,1,sagar,194467
4022,madhya-pradesh,2019,1,rewa,188803
4023,madhya-pradesh,2019,1,chhindwara,168633
4024,madhya-pradesh,2019,1,dhar,166663
4025,madhya-pradesh,2019,1,satna,160954
4026,madhya-pradesh,2019,2,indore,955207
4027,madhya-pradesh,2019,2,bhopal,756839
4028,madhya-pradesh,2019,2,gwalior,373367
4029,madhya-pradesh,2019,2,jabalpur,336963
4030,madhya-pradesh,2019,2,ujjain,247033
4031,madhya-pradesh,2019,2,sagar,219328
4032,madhya-pradesh,2019,2,rewa,211420
4033,madhya-pradesh,2019,2,chhindwara,192226
4034,madhya-pradesh,2019,2,dhar,190659
4035,madhya-pradesh,2019,2,satna,182176
4036,madhya-pradesh,2019,3,indore,1071598
4037,madhya-pradesh,2019,3,bhopal,846170
4038,madhya-pradesh,2019,3,gwalior,417846
4039,madhya-pradesh,2019,3,jabalpur,380209
4040,madhya-pradesh,2019,3,ujjain,280589
4041,madhya-pradesh,2019,3,sagar,243729
4042,madhya-pradesh,2019,3,rewa,232367
4043,madhya-pradesh,2019,3,chhindwara,214945
4044,madhya-pradesh,2019,3,dhar,214712
4045,madhya-pradesh,2019,3,satna,203019
4046,madhya-pradesh,2019,4,indore,1181500
4047,madhya-pradesh,2019,4,bhopal,926576
4048,madhya-pradesh,2019,4,gwalior,461960
4049,madhya-pradesh,2019,4,jabalpur,422786
4050,madhya-pradesh,2019,4,ujjain,314250
4051,madhya-pradesh,2019,4,sagar,272650
4052,madhya-pradesh,2019,4,rewa,260351
4053,madhya-pradesh,2019,4,dhar,242108
4054,madhya-pradesh,2019,4,chhindwara,240962
4055,madhya-pradesh,2019,4,satna,228680
4056,madhya-pradesh,2020,1,indore,1287857
4057,madhya-pradesh,2020,1,bhopal,1003288
4058,madhya-pradesh,2020,1,gwalior,506221
4059,madhya-pradesh,2020,1,jabalpur,462069
4060,madhya-pradesh,2020,1,ujjain,349476
4061,madhya-pradesh,2020,1,sagar,299753
4062,madhya-pradesh,2020,1,rewa,285832
4063,madhya-pradesh,2020,1,dhar,270891
4064,madhya-pradesh,2020,1,chhindwara,268008
4065,madhya-pradesh,2020,1,satna,253988
4066,madhya-pradesh,2020,2,indore,1410157
4067,madhya-pradesh,2020,2,bhopal,1080094
4068,madhya-pradesh,2020,2,gwalior,554377
4069,madhya-pradesh,2020,2,jabalpur,507707
4070,madhya-pradesh,2020,2,ujjain,395028
4071,madhya-pradesh,2020,2,sagar,333878
4072,madhya-pradesh,2020,2,rewa,313486
4073,madhya-pradesh,2020,2,dhar,310389
4074,madhya-pradesh,2020,2,chhindwara,302791
4075,madhya-pradesh,2020,2,satna,281414
4076,madhya-pradesh,2020,3,indore,1524036
4077,madhya-pradesh,2020,3,bhopal,1162000
4078,madhya-pradesh,2020,3,gwalior,603096
4079,madhya-pradesh,2020,3,jabalpur,555235
4080,madhya-pradesh,2020,3,ujjain,436068
4081,madhya-pradesh,2020,3,sagar,368745
4082,madhya-pradesh,2020,3,dhar,346394
4083,madhya-pradesh,2020,3,rewa,343897
4084,madhya-pradesh,2020,3,chhindwara,336306
4085,madhya-pradesh,2020,3,satna,311884
4086,madhya-pradesh,2020,4,indore,1645564
4087,madhya-pradesh,2020,4,bhopal,1249343
4088,madhya-pradesh,2020,4,gwalior,652985
4089,madhya-pradesh,2020,4,jabalpur,604034
4090,madhya-pradesh,2020,4,ujjain,475637
4091,madhya-pradesh,2020,4,sagar,402006
4092,madhya-pradesh,2020,4,dhar,382523
4093,madhya-pradesh,2020,4,rewa,374099
4094,madhya-pradesh,2020,4,chhindwara,370027
4095,madhya-pradesh,2020,4,satna,340632
4096,madhya-pradesh,2021,1,indore,1769869
4097,madhya-pradesh,2021,1,bhopal,1340741
4098,madhya-pradesh,2021,1,gwalior,703232
4099,madhya-pradesh,2021,1,jabalpur,650087
4100,madhya-pradesh,2021,1,ujjain,513868
4101,madhya-pradesh,2021,1,sagar,432938
4102,madhya-pradesh,2021,1,dhar,415117
4103,madhya-pradesh,2021,1,rewa,403013
4104,madhya-pradesh,2021,1,chhindwara,399276
4105,madhya-pradesh,2021,1,satna,368299
4106,madhya-pradesh,2021,2,indore,1892259
4107,madhya-pradesh,2021,2,bhopal,1431127
4108,madhya-pradesh,2021,2,gwalior,753172
4109,madhya-pradesh,2021,2,jabalpur,695130
4110,madhya-pradesh,2021,2,ujjain,552204
4111,madhya-pradesh,2021,2,sagar,464791
4112,madhya-pradesh,2021,2,dhar,447074
4113,madhya-pradesh,2021,2,rewa,432682
4114,madhya-pradesh,2021,2,chhindwara,428800
4115,madhya-pradesh,2021,2,satna,395440
4116,madhya-pradesh,2021,3,indore,2028266
4117,madhya-pradesh,2021,3,bhopal,1531544
4118,madhya-pradesh,2021,3,gwalior,809887
4119,madhya-pradesh,2021,3,jabalpur,745631
4120,madhya-pradesh,2021,3,ujjain,596195
4121,madhya-pradesh,2021,3,sagar,501819
4122,madhya-pradesh,2021,3,dhar,483901
4123,madhya-pradesh,2021,3,rewa,466895
4124,madhya-pradesh,2021,3,chhindwara,462834
4125,madhya-pradesh,2021,3,satna,426929
4126,madhya-pradesh,2021,4,indore,2164101
4127,madhya-pradesh,2021,4,bhopal,1633266
4128,madhya-pradesh,2021,4,gwalior,866561
4129,madhya-pradesh,2021,4,jabalpur,796148
4130,madhya-pradesh,2021,4,ujjain,639197
4131,madhya-pradesh,2021,4,sagar,538447
4132,madhya-pradesh,2021,4,dhar,519970
4133,madhya-pradesh,2021,4,rewa,500513
4134,madhya-pradesh,2021,4,chhindwara,495990
4135,madhya-pradesh,2021,4,satna,457858
4136,madhya-pradesh,2022,1,indore,2291709
4137,madhya-pradesh,2022,1,bhopal,1729248
4138,madhya-pradesh,2022,1,gwalior,919789
4139,madhya-pradesh,2022,1,jabalpur,844191
4140,madhya-pradesh,2022,1,ujjain,680599
4141,madhya-pradesh,2022,1,sagar,573791
4142,madhya-pradesh,2022,1,dhar,554545
4143,madhya-pradesh,2022,1,rewa,533627
4144,madhya-pradesh,2022,1,chhindwara,528140
4145,madhya-pradesh,2022,1,satna,488378
4146,madhya-pradesh,2022,2,indore,2412576
4147,madhya-pradesh,2022,2,bhopal,1820625
4148,madhya-pradesh,2022,2,gwalior,970340
4149,madhya-pradesh,2022,2,jabalpur,889518
4150,madhya-pradesh,2022,2,ujjain,719339
4151,madhya-pradesh,2022,2,sagar,605733
4152,madhya-pradesh,2022,2,dhar,586670
4153,madhya-pradesh,2022,2,rewa,564327
4154,madhya-pradesh,2022,2,chhindwara,557958
4155,madhya-pradesh,2022,2,satna,516107
4156,madhya-pradesh,2022,3,indore,2537328
4157,madhya-pradesh,2022,3,bhopal,1915532
4158,madhya-pradesh,2022,3,gwalior,1022539
4159,madhya-pradesh,2022,3,jabalpur,935649
4160,madhya-pradesh,2022,3,ujjain,758373
4161,madhya-pradesh,2022,3,sagar,638100
4162,madhya-pradesh,2022,3,dhar,618777
4163,madhya-pradesh,2022,3,rewa,594588
4164,madhya-pradesh,2022,3,chhindwara,587412
4165,madhya-pradesh,2022,3,satna,544011
4166,madhya-pradesh,2022,4,indore,2660518
4167,madhya-pradesh,2022,4,bhopal,2009655
4168,madhya-pradesh,2022,4,gwalior,1073648
4169,madhya-pradesh,2022,4,jabalpur,980428
4170,madhya-pradesh,2022,4,ujjain,794711
4171,madhya-pradesh,2022,4,sagar,667526
4172,madhya-pradesh,2022,4,dhar,648535
4173,madhya-pradesh,2022,4,rewa,622122
4174,madhya-pradesh,2022,4,chhindwara,613456
4175,madhya-pradesh,2022,4,satna,569320
4176,madhya-pradesh,2023,1,indore,2780295
4177,madhya-pradesh,2023,1,bhopal,2101098
4178,madhya-pradesh,2023,1,gwalior,1123707
4179,madhya-pradesh,2023,1,jabalpur,1025803
4180,madhya-pradesh,2023,1,ujjain,832451
4181,madhya-pradesh,2023,1,sagar,699722
4182,madhya-pradesh,2023,1,dhar,679569
4183,madhya-pradesh,2023,1,rewa,651354
4184,madhya-pradesh,2023,1,chhindwara,642022
4185,madhya-pradesh,2023,1,satna,596769
4186,madhya-pradesh,2023,2,indore,2883610
4187,madhya-pradesh,2023,2,bhopal,2179557
4188,madhya-pradesh,2023,2,gwalior,1168513
4189,madhya-pradesh,2023,2,jabalpur,1065846
4190,madhya-pradesh,2023,2,ujjain,868546
4191,madhya-pradesh,2023,2,sagar,730094
4192,madhya-pradesh,2023,2,dhar,710181
4193,madhya-pradesh,2023,2,rewa,680100
4194,madhya-pradesh,2023,2,chhindwara,670155
4195,madhya-pradesh,2023,2,satna,623076
4196,madhya-pradesh,2023,3,indore,2996261
4197,madhya-pradesh,2023,3,bhopal,2265685
4198,madhya-pradesh,2023,3,gwalior,1215484
4199,madhya-pradesh,2023,3,jabalpur,1108465
4200,madhya-pradesh,2023,3,ujjain,905474
4201,madhya-pradesh,2023,3,sagar,761623
4202,madhya-pradesh,2023,3,dhar,740878
4203,madhya-pradesh,2023,3,rewa,708385
4204,madhya-pradesh,2023,3,chhindwara,698604
4205,madhya-pradesh,2023,3,satna,649398
4206,madhya-pradesh,2023,4,indore,3098089
4207,madhya-pradesh,2023,4,bhopal,2344171
4208,madhya-pradesh,2023,4,gwalior,1257720
4209,madhya-pradesh,2023,4,jabalpur,1147811
4210,madhya-pradesh,2023,4,ujjain,938748
4211,madhya-pradesh,2023,4,sagar,790240
4212,madhya-pradesh,2023,4,dhar,768839
4213,madhya-pradesh,2023,4,rewa,734299
4214,madhya-pradesh,2023,4,chhindwara,724870
4215,madhya-pradesh,2023,4,satna,673980
4216,madhya-pradesh,2024,1,indore,3217251
4217,madhya-pradesh,2024,1,bhopal,2436143
4218,madhya-pradesh,2024,1,gwalior,1307564
4219,madhya-pradesh,2024,1,jabalpur,1193636
4220,madhya-pradesh,2024,1,ujjain,978177
4221,madhya-pradesh,2024,1,sagar,824727
4222,madhya-pradesh,2024,1,dhar,802038
4223,madhya-pradesh,2024,1,rewa,764984
4224,madhya-pradesh,2024,1,chhindwara,756689
4225,madhya-pradesh,2024,1,satna,703168
4226,madhya-pradesh,2024,2,indore,3336262
4227,madhya-pradesh,2024,2,bhopal,2528021
4228,madhya-pradesh,2024,2,gwalior,1355896
4229,madhya-pradesh,2024,2,jabalpur,1239008
4230,madhya-pradesh,2024,2,ujjain,1015587
4231,madhya-pradesh,2024,2,sagar,856655
4232,madhya-pradesh,2024,2,dhar,833099
4233,madhya-pradesh,2024,2,rewa,794199
4234,madhya-pradesh,2024,2,chhindwara,785786
4235,madhya-pradesh,2024,2,satna,730055
4236,madhya-pradesh,2024,3,indore,3457022
4237,madhya-pradesh,2024,3,bhopal,2456267
4238,madhya-pradesh,2024,3,gwalior,1370838
4239,madhya-pradesh,2024,3,jabalpur,1280233
4240,madhya-pradesh,2024,3,ujjain,1086484
4241,madhya-pradesh,2024,3,dhar,937167
4242,madhya-pradesh,2024,3,sagar,912167
4243,madhya-pradesh,2024,3,dewas,710884
4244,madhya-pradesh,2024,3,chhindwara,702158
4245,madhya-pradesh,2024,3,ratlam,683793
4246,madhya-pradesh,2024,4,indore,3561408
4247,madhya-pradesh,2024,4,bhopal,2532916
4248,madhya-pradesh,2024,4,gwalior,1415249
4249,madhya-pradesh,2024,4,jabalpur,1322938
4250,madhya-pradesh,2024,4,ujjain,1122016
4251,madhya-pradesh,2024,4,dhar,967815
4252,madhya-pradesh,2024,4,sagar,944144
4253,madhya-pradesh,2024,4,dewas,732757
4254,madhya-pradesh,2024,4,chhindwara,728140
4255,madhya-pradesh,2024,4,ratlam,706494
4256,maharashtra,2018,1,pune,1211643
4257,maharashtra,2018,1,mumbai suburban,719300
4258,maharashtra,2018,1,thane,631864
4259,maharashtra,2018,1,nashik,321402
4260,maharashtra,2018,1,nagpur,280007
4261,maharashtra,2018,1,aurangabad,266324
4262,maharashtra,2018,1,mumbai,233538
4263,maharashtra,2018,1,ahmednagar,197473
4264,maharashtra,2018,1,solapur,190033
4265,maharashtra,2018,1,raigad,173015
4266,maharashtra,2018,2,pune,1592293
4267,maharashtra,2018,2,mumbai suburban,957633
4268,maharashtra,2018,2,thane,861292
4269,maharashtra,2018,2,nashik,436668
4270,maharashtra,2018,2,nagpur,380425
4271,maharashtra,2018,2,aurangabad,347838
4272,maharashtra,2018,2,mumbai,319588
4273,maharashtra,2018,2,ahmednagar,268520
4274,maharashtra,2018,2,solapur,259084
4275,maharashtra,2018,2,palghar,239053
4276,maharashtra,2018,3,pune,1974138
4277,maharashtra,2018,3,mumbai suburban,1218632
4278,maharashtra,2018,3,thane,1104206
4279,maharashtra,2018,3,nashik,552556
4280,maharashtra,2018,3,nagpur,487280
4281,maharashtra,2018,3,aurangabad,428394
4282,maharashtra,2018,3,mumbai,410878
4283,maharashtra,2018,3,ahmednagar,344804
4284,maharashtra,2018,3,solapur,331428
4285,maharashtra,2018,3,palghar,312322
4286,maharashtra,2018,4,pune,2498852
4287,maharashtra,2018,4,mumbai suburban,1578487
4288,maharashtra,2018,4,thane,1473811
4289,maharashtra,2018,4,nashik,698343
4290,maharashtra,2018,4,nagpur,627317
4291,maharashtra,2018,4,mumbai,543353
4292,maharashtra,2018,4,aurangabad,534477
4293,maharashtra,2018,4,ahmednagar,439246
4294,maharashtra,2018,4,solapur,419060
4295,maharashtra,2018,4,palghar,414825
4296,maharashtra,2019,1,pune,3038402
4297,maharashtra,2019,1,mumbai suburban,1901210
4298,maharashtra,2019,1,thane,1834051
4299,maharashtra,2019,1,nashik,853648
4300,maharashtra,2019,1,nagpur,765612
4301,maharashtra,2019,1,mumbai,670094
4302,maharashtra,2019,1,aurangabad,644687
4303,maharashtra,2019,1,ahmednagar,532651
4304,maharashtra,2019,1,palghar,521918
4305,maharashtra,2019,1,raigad,509108
4306,maharashtra,2019,2,pune,3514081
4307,maharashtra,2019,2,mumbai suburban,2151657
4308,maharashtra,2019,2,thane,2118406
4309,maharashtra,2019,2,nashik,995687
4310,maharashtra,2019,2,nagpur,887042
4311,maharashtra,2019,2,mumbai,785480
4312,maharashtra,2019,2,aurangabad,736863
4313,maharashtra,2019,2,ahmednagar,614812
4314,maharashtra,2019,2,palghar,608184
4315,maharashtra,2019,2,raigad,594675
4316,maharashtra,2019,3,pune,4004991
4317,maharashtra,2019,3,mumbai suburban,2407754
4318,maharashtra,2019,3,thane,2396815
4319,maharashtra,2019,3,nashik,1155897
4320,maharashtra,2019,3,nagpur,1015333
4321,maharashtra,2019,3,mumbai,889541
4322,maharashtra,2019,3,aurangabad,841802
4323,maharashtra,2019,3,ahmednagar,705492
4324,maharashtra,2019,3,palghar,691229
4325,maharashtra,2019,3,raigad,679155
4326,maharashtra,2019,4,pune,4416899
4327,maharashtra,2019,4,thane,2638051
4328,maharashtra,2019,4,mumbai suburban,2630360
4329,maharashtra,2019,4,nashik,1304611
4330,maharashtra,2019,4,nagpur,1134480
4331,maharashtra,2019,4,mumbai,973018
4332,maharashtra,2019,4,aurangabad,947081
4333,maharashtra,2019,4,ahmednagar,805271
4334,maharashtra,2019,4,palghar,767925
4335,maharashtra,2019,4,raigad,754910
4336,maharashtra,2020,1,pune,4802397
4337,maharashtra,2020,1,thane,2878073
4338,maharashtra,2020,1,mumbai suburban,2843378
4339,maharashtra,2020,1,nashik,1448324
4340,maharashtra,2020,1,nagpur,1251510
4341,maharashtra,2020,1,mumbai,1054509
4342,maharashtra,2020,1,aurangabad,1046306
4343,maharashtra,2020,1,ahmednagar,905962
4344,maharashtra,2020,1,palghar,848560
4345,maharashtra,2020,1,raigad,830643
4346,maharashtra,2020,2,pune,5144688
4347,maharashtra,2020,2,thane,3135101
4348,maharashtra,2020,2,mumbai suburban,3060916
4349,maharashtra,2020,2,nashik,1602650
4350,maharashtra,2020,2,nagpur,1377642
4351,maharashtra,2020,2,aurangabad,1142730
4352,maharashtra,2020,2,mumbai,1141566
4353,maharashtra,2020,2,ahmednagar,1014520
4354,maharashtra,2020,2,palghar,947121
4355,maharashtra,2020,2,solapur,918756
4356,maharashtra,2020,3,pune,5546002
4357,maharashtra,2020,3,thane,3401853
4358,maharashtra,2020,3,mumbai suburban,3304696
4359,maharashtra,2020,3,nashik,1752191
4360,maharashtra,2020,3,nagpur,1502777
4361,maharashtra,2020,3,aurangabad,1244879
4362,maharashtra,2020,3,mumbai,1234355
4363,maharashtra,2020,3,ahmednagar,1123648
4364,maharashtra,2020,3,palghar,1034468
4365,maharashtra,2020,3,solapur,1012518
4366,maharashtra,2020,4,pune,6033615
4367,maharashtra,2020,4,thane,3727358
4368,maharashtra,2020,4,mumbai suburban,3609970
4369,maharashtra,2020,4,nashik,1907318
4370,maharashtra,2020,4,nagpur,1637270
4371,maharashtra,2020,4,aurangabad,1355656
4372,maharashtra,2020,4,mumbai,1347356
4373,maharashtra,2020,4,ahmednagar,1237321
4374,maharashtra,2020,4,palghar,1136061
4375,maharashtra,2020,4,solapur,1113260
4376,maharashtra,2021,1,pune,6481971
4377,maharashtra,2021,1,thane,4014464
4378,maharashtra,2021,1,mumbai suburban,3886500
4379,maharashtra,2021,1,nashik,2049293
4380,maharashtra,2021,1,nagpur,1761562
4381,maharashtra,2021,1,aurangabad,1456891
4382,maharashtra,2021,1,mumbai,1450548
4383,maharashtra,2021,1,ahmednagar,1333477
4384,maharashtra,2021,1,palghar,1225423
4385,maharashtra,2021,1,solapur,1199130
4386,maharashtra,2021,2,pune,6915820
4387,maharashtra,2021,2,thane,4290066
4388,maharashtra,2021,2,mumbai suburban,4151227
4389,maharashtra,2021,2,nashik,2191882
4390,maharashtra,2021,2,nagpur,1883447
4391,maharashtra,2021,2,aurangabad,1557693
4392,maharashtra,2021,2,mumbai,1549784
4393,maharashtra,2021,2,ahmednagar,1429562
4394,maharashtra,2021,2,palghar,1312388
4395,maharashtra,2021,2,solapur,1283601
4396,maharashtra,2021,3,pune,7398336
4397,maharashtra,2021,3,thane,4597394
4398,maharashtra,2021,3,mumbai suburban,4444495
4399,maharashtra,2021,3,nashik,2352259
4400,maharashtra,2021,3,nagpur,2020264
4401,maharashtra,2021,3,aurangabad,1671665
4402,maharashtra,2021,3,mumbai,1659663
4403,maharashtra,2021,3,ahmednagar,1539300
4404,maharashtra,2021,3,palghar,1410321
4405,maharashtra,2021,3,solapur,1380100
4406,maharashtra,2021,4,pune,7880431
4407,maharashtra,2021,4,thane,4906492
4408,maharashtra,2021,4,mumbai suburban,4740546
4409,maharashtra,2021,4,nashik,2510393
4410,maharashtra,2021,4,nagpur,2157149
4411,maharashtra,2021,4,aurangabad,1786190
4412,maharashtra,2021,4,mumbai,1770325
4413,maharashtra,2021,4,ahmednagar,1646991
4414,maharashtra,2021,4,palghar,1508500
4415,maharashtra,2021,4,solapur,1475291
4416,maharashtra,2022,1,pune,8331582
4417,maharashtra,2022,1,thane,5196050
4418,maharashtra,2022,1,mumbai suburban,5017556
4419,maharashtra,2022,1,nashik,2661739
4420,maharashtra,2022,1,nagpur,2286011
4421,maharashtra,2022,1,aurangabad,1894797
4422,maharashtra,2022,1,mumbai,1873643
4423,maharashtra,2022,1,ahmednagar,1749682
4424,maharashtra,2022,1,palghar,1601518
4425,maharashtra,2022,1,solapur,1565902
4426,maharashtra,2022,2,pune,8757249
4427,maharashtra,2022,2,thane,5471749
4428,maharashtra,2022,2,mumbai suburban,5281053
4429,maharashtra,2022,2,nashik,2803471
4430,maharashtra,2022,2,nagpur,2407812
4431,maharashtra,2022,2,aurangabad,1996927
4432,maharashtra,2022,2,mumbai,1972178
4433,maharashtra,2022,2,ahmednagar,1844168
4434,maharashtra,2022,2,palghar,1689875
4435,maharashtra,2022,2,solapur,1649511
4436,maharashtra,2022,3,pune,9194074
4437,maharashtra,2022,3,thane,5757165
4438,maharashtra,2022,3,mumbai suburban,5555095
4439,maharashtra,2022,3,nashik,2948824
4440,maharashtra,2022,3,nagpur,2532986
4441,maharashtra,2022,3,aurangabad,2101234
4442,maharashtra,2022,3,mumbai,2074701
4443,maharashtra,2022,3,ahmednagar,1940071
4444,maharashtra,2022,3,palghar,1781265
4445,maharashtra,2022,3,solapur,1733556
4446,maharashtra,2022,4,pune,9622338
4447,maharashtra,2022,4,thane,6042267
4448,maharashtra,2022,4,mumbai suburban,5831539
4449,maharashtra,2022,4,nashik,3086721
4450,maharashtra,2022,4,nagpur,2655029
4451,maharashtra,2022,4,aurangabad,2201353
4452,maharashtra,2022,4,mumbai,2178155
4453,maharashtra,2022,4,ahmednagar,2027819
4454,maharashtra,2022,4,palghar,1870957
4455,maharashtra,2022,4,solapur,1811044
4456,maharashtra,2023,1,pune,10037022
4457,maharashtra,2023,1,thane,6314618
4458,maharashtra,2023,1,mumbai suburban,6095695
4459,maharashtra,2023,1,nashik,3223873
4460,maharashtra,2023,1,nagpur,2775157
4461,maharashtra,2023,1,aurangabad,2300283
4462,maharashtra,2023,1,mumbai,2276888
4463,maharashtra,2023,1,ahmednagar,2119506
4464,maharashtra,2023,1,palghar,1957628
4465,maharashtra,2023,1,solapur,1892509
4466,maharashtra,2023,2,pune,10396344
4467,maharashtra,2023,2,thane,6552282
4468,maharashtra,2023,2,mumbai suburban,6322778
4469,maharashtra,2023,2,nashik,3350410
4470,maharashtra,2023,2,nagpur,2882255
4471,maharashtra,2023,2,aurangabad,2390854
4472,maharashtra,2023,2,mumbai,2361852
4473,maharashtra,2023,2,ahmednagar,2208055
4474,maharashtra,2023,2,palghar,2037722
4475,maharashtra,2023,2,solapur,1970077
4476,maharashtra,2023,3,pune,10780092
4477,maharashtra,2023,3,thane,6802106
4478,maharashtra,2023,3,mumbai suburban,6560867
4479,maharashtra,2023,3,nashik,3481028
4480,maharashtra,2023,3,nagpur,2995471
4481,maharashtra,2023,3,aurangabad,2485041
4482,maharashtra,2023,3,mumbai,2450770
4483,maharashtra,2023,3,ahmednagar,2297997
4484,maharashtra,2023,3,palghar,2118552
4485,maharashtra,2023,3,solapur,2050042
4486,maharashtra,2023,4,pune,11135186
4487,maharashtra,2023,4,thane,7044610
4488,maharashtra,2023,4,mumbai suburban,6796218
4489,maharashtra,2023,4,nashik,3606029
4490,maharashtra,2023,4,nagpur,3102070
4491,maharashtra,2023,4,aurangabad,2575931
4492,maharashtra,2023,4,mumbai,2537871
4493,maharashtra,2023,4,ahmednagar,2381246
4494,maharashtra,2023,4,palghar,2198589
4495,maharashtra,2023,4,solapur,2124162
4496,maharashtra,2024,1,pune,11546171
4497,maharashtra,2024,1,thane,7314981
4498,maharashtra,2024,1,mumbai suburban,7055629
4499,maharashtra,2024,1,nashik,3747440
4500,maharashtra,2024,1,nagpur,3225345
4501,maharashtra,2024,1,aurangabad,2679421
4502,maharashtra,2024,1,mumbai,2634732
4503,maharashtra,2024,1,ahmednagar,2477859
4504,maharashtra,2024,1,palghar,2286819
4505,maharashtra,2024,1,solapur,2209975
4506,maharashtra,2024,2,pune,11964579
4507,maharashtra,2024,2,thane,7591749
4508,maharashtra,2024,2,mumbai suburban,7325715
4509,maharashtra,2024,2,nashik,3889850
4510,maharashtra,2024,2,nagpur,3346275
4511,maharashtra,2024,2,aurangabad,2783002
4512,maharashtra,2024,2,mumbai,2734724
4513,maharashtra,2024,2,ahmednagar,2571674
4514,maharashtra,2024,2,palghar,2375656
4515,maharashtra,2024,2,solapur,2293916
4516,maharashtra,2024,3,pune,12392676
4517,maharashtra,2024,3,thane,7103828
4518,maharashtra,2024,3,mumbai suburban,6688601
4519,maharashtra,2024,3,nashik,3867938
4520,maharashtra,2024,3,nagpur,3331958
4521,maharashtra,2024,3,chhatrapati sambhaji nagar,2709328
4522,maharashtra,2024,3,mumbai,2496314
4523,maharashtra,2024,3,ahmednagar,2494005
4524,maharashtra,2024,3,palghar,2277990
4525,maharashtra,2024,3,solapur,2194106
4526,maharashtra,2024,4,pune,12734314
4527,maharashtra,2024,4,thane,7300941
4528,maharashtra,2024,4,mumbai suburban,6875379
4529,maharashtra,2024,4,nashik,3991070
4530,maharashtra,2024,4,nagpur,3435039
4531,maharashtra,2024,4,chhatrapati sambhaji nagar,2797934
4532,maharashtra,2024,4,ahmednagar,2578315
4533,maharashtra,2024,4,mumbai,2564652
4534,maharashtra,2024,4,palghar,2341896
4535,maharashtra,2024,4,solapur,2271533
4536,manipur,2018,1,imphal west,11304
4537,manipur,2018,1,imphal east,6759
4538,manipur,2018,1,thoubal,2764
4539,manipur,2018,1,bishnupur,2371
4540,manipur,2018,1,churachandpur,1524
4541,manipur,2018,1,kangpokpi,1439
4542,manipur,2018,1,kakching,915
4543,manipur,2018,1,ukhrul,602
4544,manipur,2018,1,tamenglong,550
4545,manipur,2018,1,jiribam,460
4546,manipur,2018,2,imphal west,16541
4547,manipur,2018,2,imphal east,10390
4548,manipur,2018,2,thoubal,4771
4549,manipur,2018,2,bishnupur,3751
4550,manipur,2018,2,churachandpur,2362
4551,manipur,2018,2,kangpokpi,2183
4552,manipur,2018,2,kakching,1571
4553,manipur,2018,2,ukhrul,905
4554,manipur,2018,2,tamenglong,824
4555,manipur,2018,2,jiribam,732
4556,manipur,2018,3,imphal west,21696
4557,manipur,2018,3,imphal east,13541
4558,manipur,2018,3,thoubal,6112
4559,manipur,2018,3,bishnupur,5106
4560,manipur,2018,3,churachandpur,3420
4561,manipur,2018,3,kangpokpi,3073
4562,manipur,2018,3,kakching,2326
4563,manipur,2018,3,ukhrul,1346
4564,manipur,2018,3,tamenglong,1268
4565,manipur,2018,3,jiribam,1086
